time,compressorpressure,compressortemperature,compressorexternaltemperature,compressorexternalhumidity,grmsx,grmsy,grmsz,compressorstatus,compressorrunstop
1634716250000,8.200009,77.000008,,,,,,0,5
1634716251000,8.200009,77.000008,,,,,,0,5
1634716252000,8.30001,77.000008,,,,,,0,5
1634716253000,8.30001,77.000008,,,,,,0,5
1634716254000,8.400009,77.000008,,,,,,0,5
1634716255000,8.400009,78.000008,,,,,,0,5
1634716256000,8.400009,78.000008,,,,,,0,5
1634716257000,8.50001,78.000008,,,,,,0,5
1634716258000,8.50001,78.000008,,,,,,0,5
1634716259000,8.60001,78.000008,,,,,,0,6
1634716260000,8.400009,78.000008,16.5,42.7,31.981891,21.021176,0.990594,0,6
1634716261000,8.60001,78.000008,,,,,,0,6
1634716262000,8.50001,78.000008,,,,,,0,6
1634716263000,8.400009,78.000008,,,,,,0,6
1634716264000,8.400009,78.000008,,,,,,0,6
1634716265000,8.30001,78.000008,,,,,,0,6
1634716266000,8.200009,77.000008,,,,,,0,6
1634716267000,8.200009,77.000008,,,,,,0,6
1634716268000,8.10001,77.000008,,,,,,0,6
1634716269000,8.10001,77.000008,,,,,,0,6
1634716270000,8.00001,77.000008,,,,,,0,6
1634716271000,7.90001,77.000008,,,,,,0,6
1634716272000,7.90001,77.000008,,,,,,0,6
1634716273000,7.80001,76.000008,,,,,,0,6
1634716274000,7.80001,76.000008,,,,,,0,6
1634716275000,7.70001,76.000008,,,,,,0,6
1634716276000,7.60001,76.000008,,,,,,0,6
1634716277000,7.60001,76.000008,,,,,,0,6
1634716278000,7.50001,76.000008,,,,,,0,6
1634716279000,7.50001,76.000008,,,,,,0,6
1634716280000,7.40001,76.000008,,,,,,0,5
1634716281000,7.40001,76.000008,,,,,,0,5
1634716282000,7.50001,76.000008,,,,,,0,5
1634716283000,7.50001,76.000008,,,,,,0,5
1634716284000,7.60001,76.000008,,,,,,0,5
1634716285000,7.60001,76.000008,,,,,,0,5
1634716286000,7.70001,76.000008,,,,,,0,5
1634716287000,7.70001,76.000008,,,,,,0,5
1634716288000,7.80001,76.000008,,,,,,0,5
1634716289000,7.80001,76.000008,,,,,,0,5
1634716290000,7.90001,76.000008,,,,,,0,5
1634716291000,7.90001,76.000008,,,,,,0,5
1634716292000,8.00001,77.000008,,,,,,0,5
1634716293000,8.00001,77.000008,,,,,,0,5
1634716294000,8.10001,77.000008,,,,,,0,5
1634716295000,8.10001,77.000008,,,,,,0,5
1634716296000,8.200009,77.000008,,,,,,0,5
1634716297000,8.200009,77.000008,,,,,,0,5
1634716298000,8.30001,77.000008,,,,,,0,5
1634716299000,8.30001,77.000008,,,,,,0,5
1634716300000,8.30001,77.000008,,,,,,0,5
1634716301000,8.400009,78.000008,,,,,,0,5
1634716302000,8.400009,78.000008,,,,,,0,5
1634716303000,8.50001,78.000008,,,,,,0,5
1634716304000,8.50001,78.000008,,,,,,0,5
1634716305000,8.60001,78.000008,,,,,,0,6
1634716306000,8.60001,78.000008,,,,,,0,6
1634716307000,8.60001,78.000008,,,,,,0,6
1634716308000,8.50001,78.000008,,,,,,0,6
1634716309000,8.400009,78.000008,,,,,,0,6
1634716310000,8.400009,78.000008,,,,,,0,6
1634716311000,8.30001,77.000008,,,,,,0,6
1634716312000,8.200009,77.000008,,,,,,0,6
1634716313000,8.200009,77.000008,,,,,,0,6
1634716314000,8.10001,77.000008,,,,,,0,6
1634716315000,8.10001,77.000008,,,,,,0,6
1634716316000,8.00001,77.000008,,,,,,0,6
1634716317000,8.00001,77.000008,,,,,,0,6
1634716318000,7.90001,77.000008,,,,,,0,6
1634716319000,7.90001,76.000008,,,,,,0,6
1634716320000,8.400009,78.000008,16.5,42.6,31.981877,21.022102,0.99022,0,6
1634716321000,7.70001,76.000008,,,,,,0,6
1634716322000,7.70001,76.000008,,,,,,0,6
1634716323000,7.60001,76.000008,,,,,,0,6
1634716324000,7.60001,76.000008,,,,,,0,6
1634716325000,7.50001,76.000008,,,,,,0,6
1634716326000,7.50001,76.000008,,,,,,0,6
1634716327000,7.40001,75.000008,,,,,,0,5
1634716328000,7.40001,75.000008,,,,,,0,5
1634716329000,7.50001,76.000008,,,,,,0,5
1634716330000,7.50001,76.000008,,,,,,0,5
1634716331000,7.60001,76.000008,,,,,,0,5
1634716332000,7.60001,76.000008,,,,,,0,5
1634716333000,7.70001,76.000008,,,,,,0,5
1634716334000,7.70001,76.000008,,,,,,0,5
1634716335000,7.80001,76.000008,,,,,,0,5
1634716336000,7.80001,76.000008,,,,,,0,5
1634716337000,7.80001,76.000008,,,,,,0,5
1634716338000,7.90001,76.000008,,,,,,0,5
1634716339000,7.90001,77.000008,,,,,,0,5
1634716340000,8.00001,77.000008,,,,,,0,5
1634716341000,8.00001,77.000008,,,,,,0,5
1634716342000,8.10001,77.000008,,,,,,0,5
1634716343000,8.10001,77.000008,,,,,,0,5
1634716344000,8.200009,77.000008,,,,,,0,5
1634716345000,8.200009,77.000008,,,,,,0,5
1634716346000,8.30001,77.000008,,,,,,0,5
1634716347000,8.30001,77.000008,,,,,,0,5
1634716348000,8.30001,77.000008,,,,,,0,5
1634716349000,8.400009,78.000008,,,,,,0,5
1634716350000,8.400009,78.000008,,,,,,0,5
1634716351000,8.50001,78.000008,,,,,,0,5
1634716352000,8.50001,78.000008,,,,,,0,5
1634716353000,8.60001,78.000008,,,,,,0,6
1634716354000,8.60001,78.000008,,,,,,0,6
1634716355000,8.50001,78.000008,,,,,,0,6
1634716356000,8.400009,78.000008,,,,,,0,6
1634716357000,8.400009,78.000008,,,,,,0,6
1634716358000,8.30001,78.000008,,,,,,0,6
1634716359000,8.30001,77.000008,,,,,,0,6
1634716360000,8.200009,77.000008,,,,,,0,6
1634716361000,8.200009,77.000008,,,,,,0,6
1634716362000,8.10001,77.000008,,,,,,0,6
1634716363000,8.00001,77.000008,,,,,,0,6
1634716364000,8.00001,77.000008,,,,,,0,6
1634716365000,7.90001,77.000008,,,,,,0,6
1634716366000,7.90001,77.000008,,,,,,0,6
1634716367000,7.80001,76.000008,,,,,,0,6
1634716368000,7.80001,76.000008,,,,,,0,6
1634716369000,7.70001,76.000008,,,,,,0,6
1634716370000,7.70001,76.000008,,,,,,0,6
1634716371000,7.60001,76.000008,,,,,,0,6
1634716372000,7.50001,76.000008,,,,,,0,6
1634716373000,7.50001,76.000008,,,,,,0,6
1634716374000,7.50001,76.000008,,,,,,0,6
1634716375000,7.40001,75.000008,,,,,,0,5
1634716376000,7.40001,75.000008,,,,,,0,5
1634716377000,7.40001,75.000008,,,,,,0,5
1634716378000,7.50001,75.000008,,,,,,0,5
1634716379000,7.50001,76.000008,,,,,,0,5
1634716380000,8.400009,78.000008,16.5,42.6,31.98196,20.099237,0.989988,0,6
1634716381000,7.60001,76.000008,,,,,,0,5
1634716382000,7.70001,76.000008,,,,,,0,5
1634716383000,7.80001,76.000008,,,,,,0,5
1634716384000,7.80001,76.000008,,,,,,0,5
1634716385000,7.90001,76.000008,,,,,,0,5
1634716386000,7.90001,76.000008,,,,,,0,5
1634716387000,7.90001,77.000008,,,,,,0,5
1634716388000,8.00001,77.000008,,,,,,0,5
1634716389000,8.00001,77.000008,,,,,,0,5
1634716390000,8.00001,77.000008,,,,,,0,5
1634716391000,8.10001,77.000008,,,,,,0,5
1634716392000,8.10001,77.000008,,,,,,0,5
1634716393000,8.10001,77.000008,,,,,,0,5
1634716394000,8.10001,77.000008,,,,,,0,5
1634716395000,8.200009,77.000008,,,,,,0,5
1634716396000,8.200009,77.000008,,,,,,0,5
1634716397000,8.30001,78.000008,,,,,,0,5
1634716398000,8.30001,78.000008,,,,,,0,5
1634716399000,8.400009,78.000008,,,,,,0,5
1634716400000,8.400009,78.000008,,,,,,0,5
1634716401000,8.400009,78.000008,,,,,,0,5
1634716402000,8.50001,78.000008,,,,,,0,5
1634716403000,8.50001,78.000008,,,,,,0,5
1634716404000,8.60001,78.000008,,,,,,0,6
1634716405000,8.60001,78.000008,,,,,,0,6
1634716406000,8.50001,78.000008,,,,,,0,6
1634716407000,8.50001,78.000008,,,,,,0,6
1634716408000,8.400009,78.000008,,,,,,0,6
1634716409000,8.400009,78.000008,,,,,,0,6
1634716410000,8.30001,78.000008,,,,,,0,6
1634716411000,8.200009,77.000008,,,,,,0,6
1634716412000,8.200009,77.000008,,,,,,0,6
1634716413000,8.10001,77.000008,,,,,,0,6
1634716414000,8.00001,77.000008,,,,,,0,6
1634716415000,8.00001,77.000008,,,,,,0,6
1634716416000,7.90001,77.000008,,,,,,0,6
1634716417000,7.90001,77.000008,,,,,,0,6
1634716418000,7.80001,76.000008,,,,,,0,6
1634716419000,7.80001,76.000008,,,,,,0,6
1634716420000,7.70001,76.000008,,,,,,0,6
1634716421000,7.70001,76.000008,,,,,,0,6
1634716422000,7.60001,76.000008,,,,,,0,6
1634716423000,7.60001,76.000008,,,,,,0,6
1634716424000,7.50001,76.000008,,,,,,0,6
1634716425000,7.40001,76.000008,,,,,,0,5
1634716426000,7.40001,76.000008,,,,,,0,5
1634716427000,7.40001,76.000008,,,,,,0,5
1634716428000,7.50001,76.000008,,,,,,0,5
1634716429000,7.50001,76.000008,,,,,,0,5
1634716430000,7.60001,76.000008,,,,,,0,5
1634716431000,7.70001,76.000008,,,,,,0,5
1634716432000,7.70001,76.000008,,,,,,0,5
1634716433000,7.70001,76.000008,,,,,,0,5
1634716434000,7.80001,76.000008,,,,,,0,5
1634716435000,7.80001,76.000008,,,,,,0,5
1634716436000,7.90001,76.000008,,,,,,0,5
1634716437000,7.90001,77.000008,,,,,,0,5
1634716438000,8.00001,77.000008,,,,,,0,5
1634716439000,8.00001,77.000008,,,,,,0,5
1634716440000,8.400009,78.000008,16.5,42.6,31.981863,21.171187,0.989365,0,6
1634716441000,8.10001,77.000008,,,,,,0,5
1634716442000,8.200009,77.000008,,,,,,0,5
1634716443000,8.200009,77.000008,,,,,,0,5
1634716444000,8.30001,77.000008,,,,,,0,5
1634716445000,8.30001,77.000008,,,,,,0,5
1634716446000,8.400009,77.000008,,,,,,0,5
1634716447000,8.400009,78.000008,,,,,,0,5
1634716448000,8.400009,78.000008,,,,,,0,5
1634716449000,8.50001,78.000008,,,,,,0,5
1634716450000,8.50001,78.000008,,,,,,0,5
1634716451000,8.60001,78.000008,,,,,,0,6
1634716452000,8.60001,78.000008,,,,,,0,6
1634716453000,8.50001,78.000008,,,,,,0,6
1634716454000,8.50001,78.000008,,,,,,0,6
1634716455000,8.400009,78.000008,,,,,,0,6
1634716456000,8.30001,78.000008,,,,,,0,6
1634716457000,8.30001,78.000008,,,,,,0,6
1634716458000,8.200009,77.000008,,,,,,0,6
1634716459000,8.10001,77.000008,,,,,,0,6
1634716460000,8.10001,77.000008,,,,,,0,6
1634716461000,8.00001,77.000008,,,,,,0,6
1634716462000,8.00001,77.000008,,,,,,0,6
1634716463000,7.90001,77.000008,,,,,,0,6
1634716464000,7.80001,77.000008,,,,,,0,6
1634716465000,7.80001,76.000008,,,,,,0,6
1634716466000,7.70001,76.000008,,,,,,0,6
1634716467000,7.60001,76.000008,,,,,,0,6
1634716468000,7.60001,76.000008,,,,,,0,6
1634716469000,7.50001,76.000008,,,,,,0,6
1634716470000,7.50001,76.000008,,,,,,0,6
1634716471000,7.40001,76.000008,,,,,,0,5
1634716472000,7.40001,76.000008,,,,,,0,5
1634716473000,7.40001,76.000008,,,,,,0,5
1634716474000,7.50001,76.000008,,,,,,0,5
1634716475000,7.60001,76.000008,,,,,,0,5
1634716476000,7.60001,76.000008,,,,,,0,5
1634716477000,7.70001,76.000008,,,,,,0,5
1634716478000,7.70001,76.000008,,,,,,0,5
1634716479000,7.80001,76.000008,,,,,,0,5
1634716480000,7.80001,76.000008,,,,,,0,5
1634716481000,7.90001,76.000008,,,,,,0,5
1634716482000,7.90001,76.000008,,,,,,0,5
1634716483000,8.00001,77.000008,,,,,,0,5
1634716484000,8.00001,77.000008,,,,,,0,5
1634716485000,8.10001,77.000008,,,,,,0,5
1634716486000,8.10001,77.000008,,,,,,0,5
1634716487000,8.200009,77.000008,,,,,,0,5
1634716488000,8.200009,77.000008,,,,,,0,5
1634716489000,8.30001,77.000008,,,,,,0,5
1634716490000,8.30001,77.000008,,,,,,0,5
1634716491000,8.30001,77.000008,,,,,,0,5
1634716492000,8.400009,77.000008,,,,,,0,5
1634716493000,8.400009,78.000008,,,,,,0,5
1634716494000,8.50001,78.000008,,,,,,0,5
1634716495000,8.50001,78.000008,,,,,,0,5
1634716496000,8.60001,78.000008,,,,,,0,6
1634716497000,8.60001,78.000008,,,,,,0,6
1634716498000,8.50001,78.000008,,,,,,0,6
1634716499000,8.50001,78.000008,,,,,,0,6
1634716500000,8.400009,78.000008,16.4,42.5,31.981903,20.583765,0.989967,0,6
1634716501000,8.400009,78.000008,,,,,,0,6
1634716502000,8.30001,78.000008,,,,,,0,6
1634716503000,8.30001,77.000008,,,,,,0,6
1634716504000,8.200009,77.000008,,,,,,0,6
1634716505000,8.10001,77.000008,,,,,,0,6
1634716506000,8.00001,77.000008,,,,,,0,6
1634716507000,8.00001,77.000008,,,,,,0,6
1634716508000,7.90001,77.000008,,,,,,0,6
1634716509000,7.90001,77.000008,,,,,,0,6
1634716510000,7.80001,76.000008,,,,,,0,6
1634716511000,7.70001,76.000008,,,,,,0,6
1634716512000,7.60001,76.000008,,,,,,0,6
1634716513000,7.60001,76.000008,,,,,,0,6
1634716514000,7.50001,76.000008,,,,,,0,6
1634716515000,7.50001,76.000008,,,,,,0,6
1634716516000,7.40001,76.000008,,,,,,0,5
1634716517000,7.40001,76.000008,,,,,,0,5
1634716518000,7.50001,76.000008,,,,,,0,5
1634716519000,7.50001,76.000008,,,,,,0,5
1634716520000,7.60001,76.000008,,,,,,0,5
1634716521000,7.60001,76.000008,,,,,,0,5
1634716522000,7.70001,76.000008,,,,,,0,5
1634716523000,7.70001,76.000008,,,,,,0,5
1634716524000,7.80001,76.000008,,,,,,0,5
1634716525000,7.80001,76.000008,,,,,,0,5
1634716526000,7.90001,76.000008,,,,,,0,5
1634716527000,7.90001,77.000008,,,,,,0,5
1634716528000,7.90001,77.000008,,,,,,0,5
1634716529000,8.00001,77.000008,,,,,,0,5
1634716530000,8.00001,77.000008,,,,,,0,5
1634716531000,8.10001,77.000008,,,,,,0,5
1634716532000,8.10001,77.000008,,,,,,0,5
1634716533000,8.200009,77.000008,,,,,,0,5
1634716534000,8.200009,77.000008,,,,,,0,5
1634716535000,8.30001,77.000008,,,,,,0,5
1634716536000,8.30001,77.000008,,,,,,0,5
1634716537000,8.400009,78.000008,,,,,,0,5
1634716538000,8.400009,78.000008,,,,,,0,5
1634716539000,8.400009,78.000008,,,,,,0,5
1634716540000,8.50001,78.000008,,,,,,0,5
1634716541000,8.50001,78.000008,,,,,,0,5
1634716542000,8.60001,78.000008,,,,,,0,6
1634716543000,8.60001,78.000008,,,,,,0,6
1634716544000,8.50001,78.000008,,,,,,0,6
1634716545000,8.50001,78.000008,,,,,,0,6
1634716546000,8.400009,78.000008,,,,,,0,6
1634716547000,8.30001,78.000008,,,,,,0,6
1634716548000,8.200009,78.000008,,,,,,0,6
1634716549000,8.200009,77.000008,,,,,,0,6
1634716550000,8.10001,77.000008,,,,,,0,6
1634716551000,8.10001,77.000008,,,,,,0,6
1634716552000,8.00001,77.000008,,,,,,0,6
1634716553000,8.00001,77.000008,,,,,,0,6
1634716554000,7.90001,77.000008,,,,,,0,6
1634716555000,7.80001,77.000008,,,,,,0,6
1634716556000,7.80001,76.000008,,,,,,0,6
1634716557000,7.70001,76.000008,,,,,,0,6
1634716558000,7.70001,76.000008,,,,,,0,6
1634716559000,7.60001,76.000008,,,,,,0,6
1634716560000,8.400009,78.000008,16.4,42.6,31.981843,20.782917,0.990077,0,6
1634716561000,7.50001,76.000008,,,,,,0,6
1634716562000,7.50001,76.000008,,,,,,0,6
1634716563000,7.40001,76.000008,,,,,,0,5
1634716564000,7.40001,76.000008,,,,,,0,5
1634716565000,7.50001,76.000008,,,,,,0,5
1634716566000,7.50001,76.000008,,,,,,0,5
1634716567000,7.50001,76.000008,,,,,,0,5
1634716568000,7.60001,76.000008,,,,,,0,5
1634716569000,7.60001,76.000008,,,,,,0,5
1634716570000,7.70001,76.000008,,,,,,0,5
1634716571000,7.70001,76.000008,,,,,,0,5
1634716572000,7.80001,76.000008,,,,,,0,5
1634716573000,7.80001,76.000008,,,,,,0,5
1634716574000,7.90001,76.000008,,,,,,0,5
1634716575000,7.90001,77.000008,,,,,,0,5
1634716576000,8.00001,77.000008,,,,,,0,5
1634716577000,8.00001,77.000008,,,,,,0,5
1634716578000,8.00001,77.000008,,,,,,0,5
1634716579000,8.10001,77.000008,,,,,,0,5
1634716580000,8.200009,77.000008,,,,,,0,5
1634716581000,8.200009,77.000008,,,,,,0,5
1634716582000,8.200009,77.000008,,,,,,0,5
1634716583000,8.30001,77.000008,,,,,,0,5
1634716584000,8.30001,78.000008,,,,,,0,5
1634716585000,8.400009,78.000008,,,,,,0,5
1634716586000,8.400009,78.000008,,,,,,0,5
1634716587000,8.50001,78.000008,,,,,,0,5
1634716588000,8.50001,78.000008,,,,,,0,5
1634716589000,8.50001,78.000008,,,,,,0,5
1634716590000,8.60001,78.000008,,,,,,0,6
1634716591000,8.60001,78.000008,,,,,,0,6
1634716592000,8.50001,78.000008,,,,,,0,6
1634716593000,8.400009,78.000008,,,,,,0,6
1634716594000,8.400009,78.000008,,,,,,0,6
1634716595000,8.30001,78.000008,,,,,,0,6
1634716596000,8.30001,78.000008,,,,,,0,6
1634716597000,8.200009,77.000008,,,,,,0,6
1634716598000,8.10001,77.000008,,,,,,0,6
1634716599000,8.00001,77.000008,,,,,,0,6
1634716600000,8.00001,77.000008,,,,,,0,6
1634716601000,8.00001,77.000008,,,,,,0,6
1634716602000,7.90001,77.000008,,,,,,0,6
1634716603000,7.80001,76.000008,,,,,,0,6
1634716604000,7.80001,76.000008,,,,,,0,6
1634716605000,7.70001,76.000008,,,,,,0,6
1634716606000,7.70001,76.000008,,,,,,0,6
1634716607000,7.60001,76.000008,,,,,,0,6
1634716608000,7.60001,76.000008,,,,,,0,6
1634716609000,7.50001,76.000008,,,,,,0,6
1634716610000,7.40001,76.000008,,,,,,0,5
1634716611000,7.40001,76.000008,,,,,,0,5
1634716612000,7.50001,76.000008,,,,,,0,5
1634716613000,7.50001,76.000008,,,,,,0,5
1634716614000,7.60001,76.000008,,,,,,0,5
1634716615000,7.60001,76.000008,,,,,,0,5
1634716616000,7.70001,76.000008,,,,,,0,5
1634716617000,7.70001,76.000008,,,,,,0,5
1634716618000,7.80001,76.000008,,,,,,0,5
1634716619000,7.80001,76.000008,,,,,,0,5
1634716620000,8.400009,78.000008,16.4,42.5,31.981844,21.21119,0.990608,0,6
1634716621000,7.90001,76.000008,,,,,,0,5
1634716622000,8.00001,77.000008,,,,,,0,5
1634716623000,8.00001,77.000008,,,,,,0,5
1634716624000,8.00001,77.000008,,,,,,0,5
1634716625000,8.10001,77.000008,,,,,,0,5
1634716626000,8.10001,77.000008,,,,,,0,5
1634716627000,8.10001,77.000008,,,,,,0,5
1634716628000,8.200009,77.000008,,,,,,0,5
1634716629000,8.200009,77.000008,,,,,,0,5
1634716630000,8.30001,77.000008,,,,,,0,5
1634716631000,8.30001,78.000008,,,,,,0,5
1634716632000,8.400009,78.000008,,,,,,0,5
1634716633000,8.400009,78.000008,,,,,,0,5
1634716634000,8.400009,78.000008,,,,,,0,5
1634716635000,8.50001,78.000008,,,,,,0,5
1634716636000,8.50001,78.000008,,,,,,0,5
1634716637000,8.60001,78.000008,,,,,,0,6
1634716638000,8.60001,78.000008,,,,,,0,6
1634716639000,8.50001,78.000008,,,,,,0,6
1634716640000,8.400009,78.000008,,,,,,0,6
1634716641000,8.400009,78.000008,,,,,,0,6
1634716642000,8.30001,78.000008,,,,,,0,6
1634716643000,8.200009,78.000008,,,,,,0,6
1634716644000,8.200009,77.000008,,,,,,0,6
1634716645000,8.10001,77.000008,,,,,,0,6
1634716646000,8.10001,77.000008,,,,,,0,6
1634716647000,8.00001,77.000008,,,,,,0,6
1634716648000,8.00001,77.000008,,,,,,0,6
1634716649000,7.90001,77.000008,,,,,,0,6
1634716650000,7.90001,77.000008,,,,,,0,6
1634716651000,7.80001,76.000008,,,,,,0,6
1634716652000,7.80001,76.000008,,,,,,0,6
1634716653000,7.70001,76.000008,,,,,,0,6
1634716654000,7.70001,76.000008,,,,,,0,6
1634716655000,7.60001,76.000008,,,,,,0,6
1634716656000,7.60001,76.000008,,,,,,0,6
1634716657000,7.50001,76.000008,,,,,,0,6
1634716658000,7.50001,76.000008,,,,,,0,6
1634716659000,7.40001,75.000008,,,,,,0,5
1634716660000,7.40001,75.000008,,,,,,0,5
1634716661000,7.50001,75.000008,,,,,,0,5
1634716662000,7.50001,76.000008,,,,,,0,5
1634716663000,7.60001,76.000008,,,,,,0,5
1634716664000,7.60001,76.000008,,,,,,0,5
1634716665000,7.70001,76.000008,,,,,,0,5
1634716666000,7.70001,76.000008,,,,,,0,5
1634716667000,7.70001,76.000008,,,,,,0,5
1634716668000,7.80001,76.000008,,,,,,0,5
1634716669000,7.80001,76.000008,,,,,,0,5
1634716670000,7.90001,76.000008,,,,,,0,5
1634716671000,7.90001,77.000008,,,,,,0,5
1634716672000,8.00001,77.000008,,,,,,0,5
1634716673000,8.00001,77.000008,,,,,,0,5
1634716674000,8.10001,77.000008,,,,,,0,5
1634716675000,8.10001,77.000008,,,,,,0,5
1634716676000,8.10001,77.000008,,,,,,0,5
1634716677000,8.200009,77.000008,,,,,,0,5
1634716678000,8.30001,77.000008,,,,,,0,5
1634716679000,8.30001,77.000008,,,,,,0,5
1634716680000,8.400009,78.000008,16.4,42.5,31.9816,20.98861,0.991161,0,6
1634716681000,8.400009,78.000008,,,,,,0,5
1634716682000,8.400009,78.000008,,,,,,0,5
1634716683000,8.400009,78.000008,,,,,,0,5
1634716684000,8.50001,78.000008,,,,,,0,5
1634716685000,8.50001,78.000008,,,,,,0,5
1634716686000,8.50001,78.000008,,,,,,0,5
1634716687000,8.50001,78.000008,,,,,,0,5
1634716688000,8.60001,78.000008,,,,,,0,6
1634716689000,8.60001,78.000008,,,,,,0,6
1634716690000,8.50001,78.000008,,,,,,0,6
1634716691000,8.400009,78.000008,,,,,,0,6
1634716692000,8.400009,78.000008,,,,,,0,6
1634716693000,8.30001,78.000008,,,,,,0,6
1634716694000,8.200009,78.000008,,,,,,0,6
1634716695000,8.200009,78.000008,,,,,,0,6
1634716696000,8.10001,77.000008,,,,,,0,6
1634716697000,8.10001,77.000008,,,,,,0,6
1634716698000,8.00001,77.000008,,,,,,0,6
1634716699000,8.00001,77.000008,,,,,,0,6
1634716700000,7.90001,77.000008,,,,,,0,6
1634716701000,7.80001,77.000008,,,,,,0,6
1634716702000,7.80001,76.000008,,,,,,0,6
1634716703000,7.70001,76.000008,,,,,,0,6
1634716704000,7.70001,76.000008,,,,,,0,6
1634716705000,7.60001,76.000008,,,,,,0,6
1634716706000,7.60001,76.000008,,,,,,0,6
1634716707000,7.50001,76.000008,,,,,,0,6
1634716708000,7.50001,76.000008,,,,,,0,6
1634716709000,7.40001,76.000008,,,,,,0,5
1634716710000,7.40001,75.000008,,,,,,0,5
1634716711000,7.40001,76.000008,,,,,,0,5
1634716712000,7.50001,76.000008,,,,,,0,5
1634716713000,7.60001,76.000008,,,,,,0,5
1634716714000,7.60001,76.000008,,,,,,0,5
1634716715000,7.70001,76.000008,,,,,,0,5
1634716716000,7.70001,76.000008,,,,,,0,5
1634716717000,7.80001,76.000008,,,,,,0,5
1634716718000,7.80001,76.000008,,,,,,0,5
1634716719000,7.90001,76.000008,,,,,,0,5
1634716720000,7.90001,76.000008,,,,,,0,5
1634716721000,8.00001,77.000008,,,,,,0,5
1634716722000,8.00001,77.000008,,,,,,0,5
1634716723000,8.00001,77.000008,,,,,,0,5
1634716724000,8.10001,77.000008,,,,,,0,5
1634716725000,8.10001,77.000008,,,,,,0,5
1634716726000,8.200009,77.000008,,,,,,0,5
1634716727000,8.200009,77.000008,,,,,,0,5
1634716728000,8.30001,77.000008,,,,,,0,5
1634716729000,8.30001,77.000008,,,,,,0,5
1634716730000,8.400009,78.000008,,,,,,0,5
1634716731000,8.400009,78.000008,,,,,,0,5
1634716732000,8.50001,78.000008,,,,,,0,5
1634716733000,8.50001,78.000008,,,,,,0,5
1634716734000,8.50001,78.000008,,,,,,0,5
1634716735000,8.60001,78.000008,,,,,,0,6
1634716736000,8.60001,78.000008,,,,,,0,6
1634716737000,8.50001,78.000008,,,,,,0,6
1634716738000,8.50001,78.000008,,,,,,0,6
1634716739000,8.400009,78.000008,,,,,,0,6
1634716740000,8.400009,78.000008,16.4,42.5,31.981994,20.923095,0.989083,0,6
1634716741000,8.200009,78.000008,,,,,,0,6
1634716742000,8.10001,77.000008,,,,,,0,6
1634716743000,8.10001,77.000008,,,,,,0,6
1634716744000,8.00001,77.000008,,,,,,0,6
1634716745000,7.90001,77.000008,,,,,,0,6
1634716746000,7.90001,77.000008,,,,,,0,6
